junction_id	fate	reads	donor_in_repeat	acceptor_in_repeat	repeat_classes
chr22:42715485:42744984:+	retained	1	True	True	SINE
chr22:42716049:42779640:-	retained	1	True	True	SINE
chr22:42724800:42756435:-	retained	1	True	True	SINE
chr22:42728285:42728879:-	retained	1	True	True	SINE
chr22:42729472:42790143:-	retained	1	True	True	SINE
chr22:42735381:42775649:+	retained	1	True	True	SINE
chr22:42738100:43077023:-	retained	1	True	True	SINE
chr22:42747391:42775422:+	retained	1	True	True	SINE
chr22:42749906:42852907:+	retained	1	True	True	SINE
chr22:42753283:42840012:-	retained	1	True	True	SINE
chr22:42753603:42842383:+	retained	2	True	True	SINE
chr22:42754597:42755621:-	retained	1	True	True	SINE
chr22:42762113:42776006:-	retained	1	True	True	SINE
chr22:42763152:42800298:+	retained	1	True	True	SINE
chr22:42770742:42778837:-	retained	1	True	True	SINE
chr22:42776852:42784948:-	retained	1	False	False	.
chr22:42777627:42844366:-	retained	2	True	True	SINE
chr22:42783283:42808170:+	retained	1	True	True	SINE
chr22:42799161:42807072:-	retained	1	False	False	.
chr22:42804616:42852596:+	retained	1	True	True	SINE
chr22:42840499:42842086:-	retained	1	True	True	SINE
chr22:42842197:42852250:+	retained	1	True	True	SINE
chr22:42864766:42866934:+	retained	1	True	True	SINE
chr22:42877011:42879047:-	retained	1	False	False	.
chr22:42879170:42882183:-	retained	1	False	False	.
chr22:42924900:42952805:+	retained	1	True	True	SINE
chr22:42936770:42997727:+	retained	1	True	True	SINE
chr22:42971754:42981564:+	retained	2	True	True	Retroposon
chr22:42974576:42996357:-	retained	1	True	True	SINE
chr22:42974576:42985153:-	retained	1	True	True	SINE
chr22:42975359:42989536:-	retained	1	True	True	SINE
chr22:42985098:43021570:+	retained	1	True	True	SINE
chr22:42987928:43049215:+	retained	2	True	True	SINE
chr22:42989570:43011919:+	retained	1	True	True	SINE
chr22:42995193:42996642:-	retained	1	False	True	SINE
chr22:43011781:43048220:+	retained	2	True	True	SINE
chr22:43045110:43046919:-	retained	1	True	True	SINE
chr22:43048253:43057204:+	retained	1	True	True	SINE
chr22:43056186:43092697:-	retained	1	True	True	SINE
chr22:43058222:43059832:+	retained	1	True	True	SINE
chr22:43058838:43073499:+	retained	1	True	True	SINE
chr22:43058838:43117812:+	retained	1	True	True	SINE
chr22:43058838:43114445:+	retained	1	True	True	SINE
chr22:43062427:43068252:+	retained	1	True	True	SINE
chr22:43063922:43064189:-	retained	1	False	False	.
chr22:43076674:43093620:-	retained	1	True	True	SINE
chr22:43108056:43114533:-	retained	1	True	True	SINE
chr22:43140439:43143819:+	retained	1	True	True	SINE
chr22:43142527:43216394:-	retained	1	True	True	SINE
chr22:43148366:43193809:-	retained	1	True	True	SINE
chr22:43153552:43161983:-	retained	1	True	True	SINE
chr22:43161191:43162802:+	retained	1	False	False	.
chr22:43173412:43216282:+	retained	1	True	True	SINE
chr22:43180941:43182979:-	retained	2	False	False	.
chr22:43370816:43376480:-	retained	1	True	True	SINE
chr22:43375712:43376506:-	retained	1	True	True	SINE
chr22:43379739:43435625:+	retained	2	True	True	SINE
chr22:43451254:43459336:-	retained	1	True	True	SINE
chr22:43616600:43618037:+	retained	1	True	True	SINE
chr22:43632388:43665875:-	retained	1	True	True	SINE
chr22:43632536:43639020:+	retained	1	True	True	SINE
chr22:43639016:43666018:-	retained	1	True	True	SINE
chr22:43677465:43690315:+	retained	1	True	True	SINE
chr22:43686216:43725376:+	retained	1	True	True	SINE
chr22:43760102:43799227:+	retained	1	True	True	SINE
chr22:43772422:43798167:-	retained	1	True	True	SINE
chr22:43806016:43869402:-	retained	1	True	True	SINE
chr22:43866926:43892948:-	retained	1	True	True	SINE
chr22:43899034:43942816:-	retained	2	True	True	SINE
chr22:43952919:44005242:+	retained	1	True	True	SINE
chr22:43959282:44034838:+	retained	1	True	True	SINE
chr22:43963397:43964451:+	retained	1	False	False	.
chr22:43977959:43981390:+	retained	1	False	False	.
chr22:43989616:44013910:+	retained	1	True	True	SINE
chr22:44013776:44034853:+	retained	1	True	True	SINE
chr22:44054439:44112627:-	retained	1	True	True	SINE
chr22:44061236:44062444:-	retained	2	True	True	SINE
chr22:44077961:44110727:+	retained	1	True	True	SINE
chr22:44149925:44157782:+	retained	1	True	True	SINE
chr22:44198723:44205756:+	retained	1	False	False	.
chr22:44217937:44224821:-	retained	1	True	True	SINE
chr22:44368326:44414642:-	retained	1	True	True	SINE
chr22:44368373:44371343:+	retained	1	True	True	SINE
chr22:44393791:44398578:+	retained	1	True	True	SINE
chr22:44447850:44528191:-	retained	1	True	True	SINE
chr22:44518110:44547745:-	retained	1	True	True	SINE
chr22:44550587:44562642:+	retained	1	True	True	SINE
chr22:44558985:44562642:+	retained	1	True	True	SINE
chr22:44602074:44648229:-	retained	1	True	True	SINE
chr22:44638467:44696159:+	retained	1	True	True	SINE
chr22:44649576:44674849:+	retained	2	True	True	SINE
chr22:44655184:44655772:+	retained	2	True	True	SINE
chr22:44674771:44686078:-	retained	1	True	True	SINE
chr22:44686480:44705767:+	retained	2	True	True	SINE
chr22:44732115:44749107:+	retained	1	False	True	SINE
chr22:44741047:44758190:-	retained	1	True	True	SINE
chr22:44749406:44751194:-	retained	1	True	True	SINE
chr22:44770119:44776326:-	retained	1	True	True	SINE
chr22:44770549:44792966:+	retained	1	True	True	SINE
chr22:44771329:44771636:-	retained	1	True	True	SINE
chr22:44802165:44808306:+	retained	1	False	False	.
chr22:44832253:44898000:+	retained	1	True	True	SINE
chr22:44836344:44905771:+	retained	1	True	True	Retroposon,SINE
chr22:44857084:44897951:+	retained	2	True	True	SINE
chr22:44868303:44874675:+	retained	1	True	True	SINE
chr22:44949066:44974311:+	retained	2	True	True	SINE
chr22:44952083:44976045:-	retained	1	True	True	SINE
chr22:44976075:44988365:+	retained	1	True	True	SINE
chr22:45063340:45109571:-	retained	1	True	True	SINE
chr22:45108718:45122236:+	retained	1	True	True	SINE
chr22:45115894:45445769:-	retained	2	True	True	SINE
chr22:45118250:45207259:-	retained	1	True	True	SINE
chr22:45132458:45140346:+	retained	1	True	True	SINE
chr22:45133228:45207149:+	retained	1	True	True	SINE
chr22:45135652:45218414:-	retained	1	True	True	SINE
chr22:45161151:45161862:+	retained	1	True	True	SINE
chr22:45162933:45177897:+	retained	1	True	True	SINE
chr22:45171285:45259181:-	retained	1	True	True	SINE
chr22:45171684:45175893:+	retained	1	False	False	.
chr22:45178901:45181285:+	retained	2	False	False	.
chr22:45203986:45205216:-	retained	1	False	False	.
chr22:45217116:45260769:-	retained	2	True	True	SINE
chr22:45218462:45249933:+	retained	1	True	True	SINE
chr22:45229841:45243990:-	retained	1	True	True	SINE
chr22:45245982:45256578:-	retained	1	True	True	SINE
chr22:45256975:45271237:-	retained	1	True	True	SINE
chr22:45259339:45308441:-	retained	1	True	True	SINE
chr22:45265769:45326701:-	retained	1	True	True	SINE
chr22:45277994:45296444:-	retained	1	True	True	SINE
chr22:45365070:45369328:-	retained	1	True	True	SINE
chr22:45371979:45387967:+	retained	1	True	True	SINE
chr22:45396775:45416983:-	retained	1	True	True	SINE
chr22:45408208:45412282:-	retained	1	True	True	SINE
chr22:45412129:45416708:-	retained	1	True	True	SINE
chr22:45465621:45465845:-	retained	1	True	True	LINE,LTR
chr22:45486777:45494709:+	retained	1	True	True	LTR
chr22:45513876:45530845:-	retained	1	True	True	SINE
chr22:45519390:45519938:+	retained	1	True	True	SINE
chr22:45519390:45607547:+	retained	1	True	True	SINE
chr22:45525679:45527846:+	retained	2	False	False	.
chr22:45531325:45533062:+	retained	3	False	False	.
chr22:45535338:45541228:+	retained	1	False	False	.
chr22:45537478:45599775:+	retained	1	True	True	SINE
chr22:45542284:45543400:+	retained	1	False	False	.
chr22:45543527:45547084:+	retained	1	False	False	.
chr22:45548745:45550491:+	retained	1	False	False	.
chr22:45550616:45562911:+	retained	1	False	False	.
chr22:45602763:45605016:+	retained	1	True	True	SINE
chr22:45605241:45660228:+	retained	1	True	True	SINE
chr22:45606277:45626121:+	retained	2	True	True	SINE
chr22:45629055:45672063:+	retained	1	True	False	SINE
chr22:45653878:45668269:+	retained	1	True	True	SINE
chr22:45660253:45686532:+	retained	1	True	False	SINE
chr22:45672180:45689711:+	retained	2	False	False	.
chr22:45700379:45702688:+	retained	2	False	False	.
chr22:45760538:45795626:-	retained	1	False	True	LTR
chr22:45937884:45981417:-	retained	1	True	True	SINE
chr22:46153686:46190578:-	retained	1	True	True	SINE
chr22:46154489:46166488:+	retained	1	True	True	SINE
chr22:46172416:46176272:+	retained	1	True	True	SINE
chr22:46174599:46237379:-	retained	3	True	True	SINE
chr22:46205011:46205141:+	retained	1	True	True	SINE
chr22:46211928:46218066:+	retained	3	True	True	SINE
chr22:46222912:46236133:+	retained	1	True	True	SINE
chr22:46253494:46253987:+	retained	1	True	True	SINE
chr22:46271606:46556610:-	retained	1	True	True	SINE
chr22:46294294:46302047:-	retained	1	True	True	SINE
chr22:46298252:46404777:-	retained	1	True	True	SINE
chr22:46300186:46313596:-	retained	1	True	True	SINE
chr22:46308208:46308318:+	retained	1	False	False	.
chr22:46310866:46313098:+	retained	1	True	True	SINE
chr22:46326655:46328687:+	retained	1	False	False	.
chr22:46375687:46383669:+	retained	1	True	True	SINE
chr22:46389888:46442083:+	retained	1	True	True	SINE
chr22:46392794:46433270:+	retained	1	True	True	SINE
chr22:46447763:46491406:+	retained	1	True	True	SINE
chr22:46486058:46501325:-	retained	1	True	True	SINE
chr22:46501337:46509399:-	retained	1	True	True	SINE
chr22:46501398:46520653:+	retained	1	True	True	SINE
chr22:46519986:46520574:-	retained	2	True	True	SINE
chr22:46520740:46540614:+	retained	1	True	True	SINE
chr22:46529125:46556068:+	retained	1	True	True	SINE
chr22:46668909:46672842:+	retained	1	False	False	.
chr22:46675553:46676599:+	retained	1	False	False	.
chr22:46683799:46705434:+	retained	2	True	True	SINE
chr22:46699964:46714145:-	retained	1	True	True	SINE
chr22:46700466:46713871:-	retained	1	True	True	SINE
chr22:46712004:46716720:-	retained	1	True	True	SINE
chr22:46712294:46720085:-	retained	1	False	False	.
chr22:46723812:46781289:-	retained	1	True	True	SINE
chr22:46757896:46763863:+	retained	1	True	True	SINE
chr22:46978887:46982499:+	retained	1	True	True	SINE
chr22:47037403:47104079:+	retained	1	True	True	SINE
chr22:47040223:47050282:+	retained	1	True	True	SINE
chr22:47052416:47096598:+	retained	1	False	True	SINE
chr22:47104092:47117909:+	retained	1	True	True	SINE
chr22:47111604:47173497:+	retained	1	False	False	.
chr22:47254386:47313822:-	retained	1	True	True	SINE
chr22:47368034:47400275:-	retained	1	True	True	LTR
chr22:47543016:47571309:+	retained	1	True	True	SINE
chr22:47571351:47598705:+	retained	1	True	True	SINE
chr22:47571439:47579321:-	retained	2	True	True	SINE
chr22:47711757:47720098:+	retained	2	True	True	SINE
chr22:48126067:48128189:-	retained	1	True	True	SINE
chr22:48207236:48246021:+	retained	1	True	True	SINE
chr22:48291387:48298522:+	retained	1	True	True	SINE
chr22:48345000:48378458:-	retained	1	True	True	SINE
chr22:48367462:48412099:+	retained	1	True	True	SINE
chr22:48407038:48421226:+	retained	1	True	True	SINE
chr22:48918255:48918390:+	retained	1	True	True	SINE
chr22:48922982:48931966:+	retained	1	True	True	SINE
chr22:48999328:49171899:-	retained	1	True	True	LTR
chr22:49011714:49033649:-	retained	1	False	False	.
chr22:49033659:49053236:-	retained	1	False	True	LTR
chr22:49696883:49703022:-	retained	1	True	True	SINE
chr22:49722958:49859943:-	retained	1	True	True	SINE
chr22:49774417:49775590:-	retained	1	False	False	.
chr22:49775746:49776049:-	retained	1	False	False	.
chr22:49815268:49816627:+	retained	1	True	True	SINE
chr22:49818816:49878234:+	retained	1	True	True	SINE
chr22:49834353:49860079:-	retained	1	True	True	SINE
chr22:49847051:49865610:+	retained	1	True	True	SINE
chr22:49862797:49898484:+	retained	2	True	True	SINE
chr22:49863517:49893918:-	retained	1	True	True	SINE
chr22:49872793:49875508:-	retained	1	True	True	SINE
chr22:49890802:49939860:+	retained	1	True	True	SINE
chr22:49898485:49932998:+	retained	1	True	True	SINE
chr22:49919313:49919729:+	retained	1	False	False	.
chr22:49980631:50033821:+	retained	1	True	True	SINE
chr22:49981830:50023894:-	retained	3	True	True	SINE
chr22:49990465:50018105:-	retained	1	True	True	Retroposon,SINE
chr22:50006863:50033940:+	retained	2	True	True	SINE
chr22:50053145:50076477:-	retained	1	True	True	SINE
chr22:50066596:50075645:+	retained	1	True	True	SINE
chr22:50068963:50173268:+	retained	1	True	True	SINE
chr22:50076295:50133333:-	retained	1	True	True	SINE
chr22:50097227:50128020:-	retained	1	True	True	SINE
chr22:50098100:50128672:+	retained	1	True	True	SINE
chr22:50100135:50127915:+	retained	1	True	True	SINE
chr22:50102776:50110023:-	retained	1	True	True	SINE
chr22:50106950:50138950:-	retained	1	True	True	SINE
chr22:50110310:50169648:+	retained	1	True	False	SINE
chr22:50167221:50181818:+	retained	2	True	True	SINE
chr22:50181819:50204395:+	retained	2	True	True	SINE
chr22:50195041:50197240:+	retained	1	False	False	.
chr22:50227078:50227906:-	retained	1	False	False	.
chr22:50231226:50231993:+	retained	1	True	True	SINE
chr22:50238633:50239271:+	retained	1	True	True	SINE
chr22:50249965:50250062:-	retained	1	False	False	.
chr22:50255695:50255809:-	retained	1	False	False	.
chr22:50277152:50349671:-	retained	1	True	True	SINE
chr22:50277739:50277852:-	retained	1	False	False	.
chr22:50279012:50279629:-	retained	1	False	False	.
chr22:50279777:50280004:-	retained	1	False	False	.
chr22:50280072:50280488:-	retained	3	False	False	.
chr22:50280974:50281088:-	retained	3	False	False	.
chr22:50281190:50281359:-	retained	2	False	False	.
chr22:50281743:50281853:-	retained	1	False	False	.
chr22:50282082:50282183:-	retained	1	False	False	.
chr22:50282882:50283049:-	retained	1	False	False	.
chr22:50283187:50283336:-	retained	5	False	False	.
chr22:50283446:50283601:-	retained	2	False	False	.
chr22:50285902:50285989:-	retained	1	False	False	.
chr22:50286288:50287110:-	retained	2	False	False	.
chr22:50287794:50287936:-	retained	2	False	False	.
chr22:50288872:50288959:-	retained	1	False	False	.
chr22:50289143:50289516:-	retained	1	False	False	.
chr22:50322994:50323875:+	retained	1	True	True	SINE
chr22:50328312:50370715:-	retained	1	True	True	SINE
chr22:50330152:50330468:+	retained	1	True	True	SINE
chr22:50330291:50372452:+	retained	1	True	True	SINE
chr22:50343551:50372019:+	retained	1	False	False	.
chr22:50354987:50372831:+	retained	4	True	True	SINE
chr22:50380775:50381705:+	retained	1	True	True	SINE
chr22:50398418:50404339:-	retained	1	True	True	SINE
chr22:50412280:50451884:-	retained	2	True	True	SINE
chr22:50416750:50419234:+	retained	1	True	False	SINE
chr22:50418990:50419348:+	retained	1	False	False	.
chr22:50419244:50495200:+	retained	1	False	True	SINE
chr22:50422381:50423461:+	retained	1	False	False	.
chr22:50442934:50496050:+	retained	1	True	True	SINE
chr22:50448651:50454511:-	retained	1	True	False	LINE
chr22:50460713:50461158:-	retained	1	False	False	.
chr22:50462474:50462558:-	retained	1	False	False	.
chr22:50466483:50466604:-	retained	2	False	False	.
chr22:50475977:50541981:-	retained	1	True	True	SINE
chr22:50479522:50496050:+	retained	1	True	True	SINE
chr22:50495420:50499927:-	retained	1	True	True	SINE
chr22:50497666:50565953:-	retained	1	True	True	SINE
chr22:50503700:50503807:-	retained	1	False	False	.
chr22:50526477:50526575:-	retained	4	False	False	.
chr22:50527284:50527587:-	retained	1	False	False	.
chr22:50527718:50528511:-	retained	2	False	False	.
chr22:50528611:50529135:-	retained	4	False	False	.
chr22:50529339:50529495:-	retained	1	False	False	.
chr22:50529732:50529903:-	retained	3	False	False	.
chr22:50530561:50530711:-	retained	2	False	False	.
chr22:50530853:50530936:-	retained	1	False	False	.
chr22:50531059:50531190:-	retained	1	False	False	.
chr22:50537463:50554466:+	retained	1	True	True	SINE
chr22:50540525:50543722:+	retained	1	True	True	SINE
chr22:50555889:50559221:+	retained	1	True	True	SINE
chr22:50569422:50569575:-	retained	1	False	False	.
chr22:50573922:50574334:-	retained	1	True	False	SINE
chr22:50577935:50578548:-	retained	1	False	False	.
chr22:50581215:50656923:-	retained	1	True	True	SINE
chr22:50618129:50619000:-	retained	1	True	True	SINE
chr22:50646367:50650970:-	retained	1	True	True	SINE
chr22:50657523:50665410:-	retained	1	True	True	SINE
chr22:50746370:50770452:+	retained	1	True	True	SINE
chr22:50762982:50775014:+	retained	1	True	True	SINE
chr22:50771420:50774920:+	retained	1	True	True	SINE
